code_stop,line_salida,trayect_salida,time_salida,time
24,1,3,13:38,14:09
126,24,6,13:30,14:09
129,24,6,13:30,14:09
148,15,1,13:45,14:09
157,7,1,13:15,14:09
328,15,2,13:40,14:09
336,15,2,13:40,14:09
337,15,2,13:40,14:09
338,15,2,13:40,14:09
353,5,2,14:00,14:09
354,5,2,14:00,14:09
418,9,1,13:30,14:09
535,50,1,14:00,14:09
622,9,2,13:55,14:09
626,49,1,13:30,14:09
645,9,2,13:25,14:09
672,24,4,14:00,14:09
674,24,2,14:00,14:09
714,12,1,13:45,14:09
733,12,2,13:40,14:09
739,12,2,13:40,14:09
816,14,1,12:45,14:09
820,14,2,14:05,14:09
991,50,2,14:00,14:09
1139,24,6,13:30,14:09
2300,5,2,14:00,14:09
10,24,3,14:00,14:10
25,1,3,13:38,14:10
37,24,1,13:35,14:10
38,24,1,13:35,14:10
127,24,6,13:30,14:10
128,24,6,13:30,14:10
139,7,1,14:15,14:10
339,15,2,13:40,14:10
358,5,2,14:00,14:10
419,9,1,13:30,14:10
428,9,2,13:55,14:10
429,9,2,13:55,14:10
598,9,1,14:00,14:10
599,9,1,14:00,14:10
647,9,2,13:25,14:10
674,24,4,14:00,14:10
676,24,2,14:00,14:10
699,50,1,14:00,14:10
700,50,1,14:00,14:10
713,12,1,13:45,14:10
740,12,2,13:40,14:10
742,12,2,13:40,14:10
900,49,1,13:30,14:10
933,55,2,13:35,14:10
26,1,3,13:38,14:11
39,24,1,13:35,14:11
113,1,4,13:45,14:11
114,1,4,13:45,14:11
124,24,4,15:00,14:11
158,7,1,13:15,14:11
159,7,1,13:15,14:11
340,15,2,13:40,14:11
526,8,2,13:25,14:11
536,12,2,13:40,14:11
600,9,1,14:00,14:11
602,12,1,13:45,14:11
609,50,2,14:00,14:11
616,9,1,13:30,14:11
627,49,1,13:30,14:11
633,1,3,13:38,14:11
678,24,2,14:00,14:11
713,55,2,13:35,14:11
718,12,1,13:45,14:11
734,12,2,13:40,14:11
996,50,2,14:00,14:11
1003,50,2,14:00,14:11
1132,55,2,13:35,14:11
2335,8,2,13:25,14:11
11,24,1,14:05,14:12
11,24,3,14:00,14:12
28,1,3,13:38,14:12
40,24,1,13:35,14:12
78,12,2,14:10,14:12
115,1,4,13:45,14:12
119,12,2,13:40,14:12
130,24,6,13:30,14:12
160,7,1,13:15,14:12
220,15,1,13:45,14:12
291,24,2,14:00,14:12
332,15,2,13:40,14:12
342,15,2,13:40,14:12
359,5,2,14:00,14:12
430,9,2,13:55,14:12
610,50,2,14:00,14:12
617,9,1,13:30,14:12
628,49,1,13:30,14:12
678,24,4,14:00,14:12
701,50,1,14:00,14:12
702,50,1,14:00,14:12
703,50,1,14:00,14:12
743,12,2,13:40,14:12
753,15,1,13:45,14:12
890,9,1,14:00,14:12
958,49,1,13:30,14:12
959,49,1,13:30,14:12
29,1,3,13:38,14:13
76,7,1,13:15,14:13
77,7,2,14:15,14:13
116,1,4,13:45,14:13
291,24,4,14:00,14:13
292,24,2,14:00,14:13
344,15,2,13:40,14:13
421,9,1,13:30,14:13
432,9,2,13:55,14:13
676,24,4,14:00,14:13
704,50,1,14:00,14:13
716,12,1,13:45,14:13
748,55,2,13:35,14:13
915,55,2,13:35,14:13
956,9,1,14:00,14:13
957,49,1,13:30,14:13
961,49,1,13:30,14:13
1018,8,2,13:25,14:13
1078,15,2,13:40,14:13
1079,5,2,14:00,14:13
1121,12,2,14:10,14:13
14,24,1,14:05,14:14
14,24,3,14:00,14:14
30,1,3,13:38,14:14
34,9,1,14:00,14:14
41,24,1,13:35,14:14
117,1,4,13:45,14:14
118,1,4,13:45,14:14
131,24,6,13:30,14:14
132,24,6,13:30,14:14
156,9,1,13:30,14:14
293,24,4,14:00,14:14
293,24,2,14:00,14:14
345,15,2,13:40,14:14
360,5,2,14:00,14:14
362,5,2,14:00,14:14
435,9,2,13:55,14:14
611,50,2,14:00,14:14
717,12,1,13:45,14:14
749,55,2,13:35,14:14
754,15,1,13:45,14:14
960,49,1,13:30,14:14
964,49,1,13:30,14:14
1019,8,2,13:25,14:14
2152,55,2,13:35,14:14
32,1,3,13:38,14:15
41,55,2,13:35,14:15
79,12,2,14:10,14:15
80,12,2,14:10,14:15
119,1,4,13:45,14:15
165,24,2,14:00,14:15
215,9,1,14:00,14:15
253,15,2,13:40,14:15
341,15,2,13:40,14:15
346,15,2,13:40,14:15
363,5,2,14:00,14:15
364,5,2,14:00,14:15
422,9,1,13:30,14:15
438,9,2,13:55,14:15
612,50,2,14:00,14:15
705,50,1,14:00,14:15
715,12,1,13:45,14:15
719,12,1,13:45,14:15
741,12,2,13:40,14:15
821,14,2,14:05,14:15
822,14,2,14:05,14:15
868,49,1,13:30,14:15
946,55,2,13:35,14:15
967,49,1,13:30,14:15
1020,8,2,13:25,14:15
1134,55,2,13:35,14:15
1140,55,2,13:35,14:15
15,24,3,14:00,14:16
15,24,1,14:05,14:16
29,12,1,14:15,14:16
33,1,3,13:38,14:16
69,9,1,13:30,14:16
121,1,4,13:45,14:16
140,7,1,14:15,14:16
165,24,4,14:00,14:16
166,24,2,14:00,14:16
256,15,2,13:40,14:16
292,24,4,14:00,14:16
294,24,4,14:00,14:16
440,9,2,13:55,14:16
538,8,2,13:25,14:16
540,8,2,13:25,14:16
620,9,1,13:30,14:16
706,50,1,14:00,14:16
718,55,2,13:35,14:16
762,15,1,13:45,14:16
854,15,2,13:40,14:16
962,49,1,13:30,14:16
966,49,1,13:30,14:16
970,49,1,13:30,14:16
2337,15,1,13:45,14:16
38,12,1,13:45,14:17
70,9,1,13:30,14:17
71,9,1,13:30,14:17
108,50,2,14:00,14:17
122,1,4,13:45,14:17
134,24,6,13:30,14:17
146,24,1,13:35,14:17
148,24,1,13:35,14:17
167,24,2,14:00,14:17
216,9,1,14:00,14:17
277,15,2,13:40,14:17
365,5,2,14:00,14:17
399,1,4,13:45,14:17
441,9,2,13:55,14:17
541,8,2,13:25,14:17
605,9,1,14:00,14:17
730,12,2,13:40,14:17
792,5,2,14:00,14:17
823,14,2,14:05,14:17
824,14,2,14:05,14:17
954,50,1,14:00,14:17
980,49,2,14:30,14:17
1080,5,2,14:00,14:17
9,7,1,14:15,14:18
16,24,1,14:05,14:18
16,24,3,14:00,14:18
34,1,3,13:38,14:18
39,12,1,13:45,14:18
109,50,2,14:00,14:18
133,24,6,13:30,14:18
139,24,5,14:30,14:18
141,7,1,14:15,14:18
149,24,1,13:35,14:18
167,24,4,14:00,14:18
168,24,4,14:00,14:18
174,24,6,13:30,14:18
179,24,6,13:30,14:18
343,15,2,13:40,14:18
606,9,1,14:00,14:18
623,9,2,13:55,14:18
791,5,2,14:00,14:18
795,5,2,14:00,14:18
857,15,2,13:40,14:18
861,15,2,13:40,14:18
867,15,2,13:40,14:18
955,50,1,14:00,14:18
17,24,1,14:05,14:19
17,24,3,14:00,14:19
35,1,3,13:38,14:19
40,12,1,13:45,14:19
72,9,1,13:30,14:19
73,9,1,13:30,14:19
81,12,2,14:10,14:19
109,9,2,13:55,14:19
109,24,2,14:00,14:19
124,1,4,13:45,14:19
166,24,4,14:00,14:19
220,24,1,13:35,14:19
295,24,2,14:00,14:19
542,8,2,13:25,14:19
544,8,2,13:25,14:19
594,12,1,14:15,14:19
595,12,1,14:15,14:19
596,12,1,14:15,14:19
607,9,1,14:00,14:19
668,15,2,13:40,14:19
769,15,1,13:45,14:19
797,5,2,14:00,14:19
913,24,1,14:05,14:19
913,24,3,14:00,14:19
1139,1,4,13:45,14:19
10,7,1,14:15,14:20
18,24,3,14:00,14:20
19,24,3,14:00,14:20
20,24,3,14:00,14:20
42,9,2,13:55,14:20
74,9,1,13:30,14:20
77,9,2,14:25,14:20
78,7,2,14:15,14:20
109,55,2,13:35,14:20
109,24,4,14:00,14:20
110,24,2,14:00,14:20
110,50,2,14:00,14:20
175,24,6,13:30,14:20
176,24,6,13:30,14:20
178,24,6,13:30,14:20
239,15,1,13:45,14:20
423,12,2,14:10,14:20
547,8,2,13:25,14:20
600,50,1,14:00,14:20
608,9,1,14:00,14:20
609,9,1,14:00,14:20
693,12,1,14:15,14:20
744,55,2,13:35,14:20
770,15,1,13:45,14:20
796,5,2,14:00,14:20
826,14,2,14:05,14:20
852,5,2,14:00,14:20
1027,24,3,14:00,14:20
1085,5,2,14:00,14:20
1121,7,2,14:15,14:20
2218,14,2,14:05,14:20
2337,15,2,13:40,14:20
21,24,1,14:05,14:21
21,24,3,14:00,14:21
22,24,1,14:05,14:21
22,24,3,14:00,14:21
36,1,3,13:38,14:21
37,1,3,13:38,14:21
41,12,1,13:45,14:21
79,7,2,14:15,14:21
82,12,2,14:10,14:21
111,50,2,14:00,14:21
125,1,4,13:45,14:21
213,9,1,14:30,14:21
223,24,1,13:35,14:21
244,15,1,13:45,14:21
425,12,2,14:10,14:21
543,8,2,13:25,14:21
546,8,2,13:25,14:21
599,50,1,14:00,14:21
610,9,1,14:00,14:21
634,5,2,14:00,14:21
673,15,1,13:45,14:21
694,12,1,14:15,14:21
825,14,2,14:05,14:21
853,15,2,13:40,14:21
983,49,2,14:30,14:21
1027,24,1,14:05,14:21
11,7,1,14:15,14:22
23,24,1,14:05,14:22
23,24,3,14:00,14:22
38,1,3,13:38,14:22
80,7,2,14:15,14:22
110,55,2,13:35,14:22
110,24,4,14:00,14:22
111,24,2,14:00,14:22
112,50,2,14:00,14:22
126,1,4,13:45,14:22
246,15,1,13:45,14:22
295,24,4,14:00,14:22
426,12,2,14:10,14:22
484,8,1,13:30,14:22
611,9,1,14:00,14:22
625,9,2,13:55,14:22
664,24,1,13:35,14:22
666,24,1,13:35,14:22
776,15,1,13:45,14:22
778,15,1,13:45,14:22
780,15,1,13:45,14:22
782,15,1,13:45,14:22
856,15,2,13:40,14:22
890,50,1,14:00,14:22
935,5,2,14:00,14:22
956,50,1,14:00,14:22
1025,24,6,13:30,14:22
1063,8,2,13:25,14:22
24,24,1,14:05,14:23
24,24,3,14:00,14:23
39,1,3,13:38,14:23
81,7,2,14:15,14:23
112,55,2,13:35,14:23
112,24,2,14:00,14:23
115,55,2,13:35,14:23
127,1,4,13:45,14:23
136,24,6,13:30,14:23
146,12,1,13:45,14:23
234,15,1,13:45,14:23
236,15,1,13:45,14:23
427,12,2,14:10,14:23
485,8,1,13:30,14:23
549,8,2,13:25,14:23
612,9,1,14:00,14:23
626,9,2,13:55,14:23
668,24,1,13:35,14:23
695,12,1,14:15,14:23
827,14,2,14:05,14:23
936,5,2,14:00,14:23
948,5,2,14:00,14:23
1002,8,1,13:30,14:23
1200,24,6,13:30,14:23
2226,5,2,14:00,14:23
25,24,1,14:05,14:24
34,50,1,14:00,14:24
35,50,1,14:00,14:24
111,24,4,14:00,14:24
113,55,2,13:35,14:24
113,24,2,14:00,14:24
114,55,2,13:35,14:24
117,55,2,13:35,14:24
128,1,4,13:45,14:24
135,24,6,13:30,14:24
147,12,1,13:45,14:24
148,12,1,13:45,14:24
218,50,2,14:00,14:24
222,24,1,13:35,14:24
242,15,1,13:45,14:24
249,15,2,13:40,14:24
548,8,2,13:25,14:24
550,8,2,13:25,14:24
585,8,1,13:30,14:24
627,9,2,13:55,14:24
633,24,3,14:00,14:24
670,24,1,13:35,14:24
696,12,1,14:15,14:24
949,5,2,14:00,14:24
950,5,2,14:00,14:24
1000,8,1,13:30,14:24
1093,1,3,13:38,14:24
1633,14,2,14:05,14:24
14,7,1,14:15,14:25
42,1,3,13:38,14:25
82,7,2,14:15,14:25
108,9,1,14:00,14:25
112,24,4,14:00,14:25
114,24,2,14:00,14:25
130,1,4,13:45,14:25
137,24,6,13:30,14:25
149,12,1,13:45,14:25
219,12,1,13:45,14:25
292,12,2,14:10,14:25
535,12,1,14:15,14:25
551,8,2,13:25,14:25
554,8,2,13:25,14:25
628,9,2,13:55,14:25
633,24,1,14:05,14:25
635,50,2,14:00,14:25
667,24,3,14:00,14:25
697,12,1,14:15,14:25
790,15,1,13:45,14:25
951,5,2,14:00,14:25
1089,15,2,13:40,14:25
26,24,1,14:05,14:26
26,24,3,14:00,14:26
36,50,1,14:00,14:26
114,24,4,14:00,14:26
115,24,2,14:00,14:26
116,55,2,13:35,14:26
156,24,1,13:35,14:26
220,12,1,13:45,14:26
254,15,2,13:40,14:26
293,12,2,14:10,14:26
553,8,2,13:25,14:26
629,9,2,13:55,14:26
630,9,2,13:55,14:26
667,24,1,14:05,14:26
670,15,2,13:40,14:26
699,12,1,14:15,14:26
828,14,2,14:05,14:26
829,14,2,14:05,14:26
870,50,2,14:00,14:26
952,5,2,14:00,14:26
15,7,1,14:15,14:27
28,24,1,14:05,14:27
43,1,3,13:38,14:27
47,1,3,13:38,14:27
78,9,2,14:25,14:27
118,55,2,13:35,14:27
158,24,1,13:35,14:27
165,12,2,14:10,14:27
197,1,4,13:45,14:27
235,15,1,13:45,14:27
274,15,2,13:40,14:27
423,7,2,14:15,14:27
425,7,2,14:15,14:27
784,15,1,13:45,14:27
830,14,2,14:05,14:27
953,5,2,14:00,14:27
1029,9,2,13:55,14:27
1097,5,2,14:00,14:27
1121,9,2,14:25,14:27
2305,15,2,13:40,14:27
17,7,1,14:15,14:28
28,24,3,14:00,14:28
29,24,1,14:05,14:28
29,24,3,14:00,14:28
37,50,1,14:00,14:28
40,9,1,14:00,14:28
46,1,3,13:38,14:28
113,24,4,14:00,14:28
115,24,4,14:00,14:28
116,24,2,14:00,14:28
117,24,2,14:00,14:28
160,24,1,13:35,14:28
166,12,2,14:10,14:28
181,1,3,14:38,14:28
198,1,4,13:45,14:28
222,12,1,13:45,14:28
240,15,1,13:45,14:28
280,15,2,13:40,14:28
370,5,2,14:00,14:28
555,8,2,13:25,14:28
631,9,2,13:55,14:28
700,12,1,14:15,14:28
702,12,1,14:15,14:28
872,50,2,14:00,14:28
874,50,2,14:00,14:28
16,7,1,14:15,14:29
30,24,3,14:00,14:29
30,24,1,14:05,14:29
31,24,3,14:00,14:29
38,50,1,14:00,14:29
39,50,1,14:00,14:29
55,1,3,13:38,14:29
79,9,2,14:25,14:29
116,24,4,14:00,14:29
118,24,2,14:00,14:29
138,24,6,13:30,14:29
241,15,1,13:45,14:29
281,15,2,13:40,14:29
347,15,1,13:45,14:29
371,5,2,14:00,14:29
372,5,2,14:00,14:29
421,12,1,13:45,14:29
560,8,2,13:25,14:29
564,8,2,13:25,14:29
632,9,2,13:55,14:29
643,50,2,14:00,14:29
831,14,2,14:05,14:29
873,50,2,14:00,14:29
19,7,1,14:15,14:30
29,9,1,14:30,14:30
32,24,1,14:05,14:30
32,24,3,14:00,14:30
41,9,1,14:00,14:30
49,1,3,13:38,14:30
77,24,2,14:30,14:30
80,9,2,14:25,14:30
81,9,2,14:25,14:30
117,24,4,14:00,14:30
119,24,2,14:00,14:30
121,24,2,14:00,14:30
168,12,2,14:10,14:30
201,1,4,13:45,14:30
217,9,2,13:55,14:30
245,15,1,13:45,14:30
248,15,1,13:45,14:30
373,5,2,14:00,14:30
422,12,1,13:45,14:30
566,8,2,13:25,14:30
573,8,2,13:25,14:30
614,9,1,14:00,14:30
642,50,2,14:00,14:30
646,12,2,13:40,14:30
703,12,1,14:15,14:30
832,14,2,14:05,14:30
913,7,1,14:15,14:30
997,50,2,14:00,14:30
1005,8,1,13:30,14:30
1035,15,2,13:40,14:30
20,7,1,14:15,14:31
33,24,1,14:05,14:31
33,24,3,14:00,14:31
40,50,1,14:00,14:31
45,1,3,13:38,14:31
53,1,3,13:38,14:31
63,1,3,13:38,14:31
118,24,4,14:00,14:31
119,55,2,13:35,14:31
202,1,4,13:45,14:31
218,9,2,13:55,14:31
221,12,1,13:45,14:31
295,12,2,14:10,14:31
349,15,1,13:45,14:31
374,5,2,14:00,14:31
375,5,2,14:00,14:31
376,5,2,14:00,14:31
407,9,1,14:00,14:31
424,7,2,14:15,14:31
427,7,2,14:15,14:31
562,8,2,13:25,14:31
669,15,2,13:40,14:31
704,12,1,14:15,14:31
779,15,1,13:45,14:31
2306,15,2,13:40,14:31
21,7,1,14:15,14:32
34,24,3,14:00,14:32
42,50,1,14:00,14:32
82,9,2,14:25,14:32
109,12,2,14:10,14:32
119,24,4,14:00,14:32
122,24,2,14:00,14:32
140,24,5,14:30,14:32
355,15,1,13:45,14:32
377,5,2,14:00,14:32
398,9,1,14:30,14:32
399,24,2,14:00,14:32
410,9,1,14:00,14:32
705,12,1,14:15,14:32
729,50,2,14:00,14:32
731,50,2,14:00,14:32
789,15,1,13:45,14:32
833,14,2,14:05,14:32
834,14,2,14:05,14:32
22,7,1,14:15,14:33
23,7,1,14:15,14:33
34,24,1,14:05,14:33
61,1,3,13:38,14:33
67,1,3,13:38,14:33
109,15,2,13:40,14:33
121,24,4,14:00,14:33
174,24,5,14:30,14:33
350,15,1,13:45,14:33
359,15,1,13:45,14:33
378,5,2,14:00,14:33
380,5,2,14:00,14:33
408,9,1,14:00,14:33
412,9,1,14:00,14:33
423,9,2,14:25,14:33
575,8,2,13:25,14:33
622,7,2,14:15,14:33
707,12,1,14:15,14:33
732,50,2,14:00,14:33
735,50,2,14:00,14:33
745,9,1,14:30,14:33
756,15,2,13:40,14:33
836,14,2,14:05,14:33
870,9,2,13:55,14:33
985,49,2,14:30,14:33
1007,8,1,13:30,14:33
9,24,5,14:30,14:34
35,24,1,14:05,14:34
35,24,3,14:00,14:34
77,12,2,14:40,14:34
78,24,2,14:30,14:34
86,7,2,14:15,14:34
89,7,2,14:15,14:34
106,8,2,13:25,14:34
123,24,2,14:00,14:34
135,1,4,13:45,14:34
136,1,4,13:45,14:34
293,15,2,13:40,14:34
351,15,1,13:45,14:34
360,15,1,13:45,14:34
399,24,4,14:00,14:34
415,9,1,14:00,14:34
428,7,2,14:15,14:34
429,7,2,14:15,14:34
536,50,2,14:00,14:34
567,8,2,13:25,14:34
576,8,2,13:25,14:34
625,50,1,14:00,14:34
626,50,1,14:00,14:34
730,50,2,14:00,14:34
733,50,2,14:00,14:34
872,9,2,13:55,14:34
873,9,2,13:55,14:34
1083,14,2,14:05,14:34
54,1,3,13:38,14:35
66,1,3,13:38,14:35
80,24,2,14:30,14:35
122,24,4,14:00,14:35
124,24,2,14:00,14:35
165,15,2,13:40,14:35
348,15,1,13:45,14:35
354,15,1,13:45,14:35
381,5,2,14:00,14:35
417,9,1,14:00,14:35
418,9,1,14:00,14:35
424,9,2,14:25,14:35
642,9,2,13:55,14:35
708,12,1,14:15,14:35
746,9,1,14:30,14:35
838,14,2,14:05,14:35
862,8,1,13:30,14:35
874,9,2,13:55,14:35
984,49,2,14:30,14:35
986,49,2,14:30,14:35
1171,9,1,14:30,14:35
36,24,1,14:05,14:36
36,24,3,14:00,14:36
37,24,1,14:05,14:36
37,24,3,14:00,14:36
39,24,3,14:00,14:36
91,7,2,14:15,14:36
123,24,4,14:00,14:36
125,24,2,14:00,14:36
137,1,4,13:45,14:36
141,24,5,14:30,14:36
143,12,2,14:10,14:36
166,15,2,13:40,14:36
175,24,5,14:30,14:36
382,5,2,14:00,14:36
419,9,1,14:00,14:36
423,12,2,14:40,14:36
425,9,2,14:25,14:36
489,8,1,13:30,14:36
627,50,1,14:00,14:36
633,7,1,14:15,14:36
667,7,1,14:15,14:36
709,12,1,14:15,14:36
740,50,2,14:00,14:36
743,9,1,14:30,14:36
875,49,2,14:30,14:36
991,49,2,14:30,14:36
1106,1,4,13:45,14:36
38,24,1,14:05,14:37
81,24,2,14:30,14:37
82,24,2,14:30,14:37
93,7,2,14:15,14:37
105,8,2,13:25,14:37
108,8,2,13:25,14:37
124,24,4,14:00,14:37
126,24,2,14:00,14:37
127,24,2,14:00,14:37
177,24,5,14:30,14:37
203,1,4,13:45,14:37
204,1,4,13:45,14:37
383,5,2,14:00,14:37
426,9,2,14:25,14:37
597,9,1,14:30,14:37
616,9,1,14:00,14:37
618,8,1,13:30,14:37
643,9,2,13:55,14:37
710,12,1,14:15,14:37
738,50,2,14:00,14:37
742,9,1,14:30,14:37
839,14,2,14:05,14:37
841,14,2,14:05,14:37
987,49,2,14:30,14:37
25,7,1,14:15,14:38
26,7,1,14:15,14:38
65,1,3,13:38,14:38
77,1,4,14:45,14:38
84,24,2,14:30,14:38
107,8,2,13:25,14:38
129,24,2,14:00,14:38
168,15,2,13:40,14:38
213,15,1,14:45,14:38
295,15,2,13:40,14:38
361,15,1,13:45,14:38
385,5,2,14:00,14:38
386,5,2,14:00,14:38
427,9,2,14:25,14:38
598,9,1,14:30,14:38
617,9,1,14:00,14:38
619,8,1,13:30,14:38
628,50,1,14:00,14:38
645,9,2,13:55,14:38
711,12,1,14:15,14:38
712,12,1,14:15,14:38
734,50,2,14:00,14:38
843,14,2,14:05,14:38
871,15,2,13:40,14:38
957,50,1,14:00,14:38
989,49,2,14:30,14:38
1080,15,1,13:45,14:38
1111,1,4,13:45,14:38
38,24,3,14:00,14:39
39,24,1,14:05,14:39
40,8,2,13:25,14:39
40,24,3,14:00,14:39
101,7,2,14:15,14:39
125,24,4,14:00,14:39
127,24,4,14:00,14:39
155,24,2,14:30,14:39
180,1,3,14:38,14:39
182,1,3,14:38,14:39
353,15,1,13:45,14:39
388,5,2,14:00,14:39
422,9,1,14:00,14:39
622,9,2,14:25,14:39
720,12,2,14:10,14:39
721,12,2,14:10,14:39
736,50,2,14:00,14:39
764,50,2,14:00,14:39
844,14,2,14:05,14:39
845,14,2,14:05,14:39
994,49,2,14:30,14:39
1025,24,5,14:30,14:39
1107,1,4,13:45,14:39
1109,1,4,13:45,14:39
1110,1,4,13:45,14:39
28,7,1,14:15,14:40
29,7,1,14:15,14:40
41,8,2,13:25,14:40
41,24,3,14:00,14:40
69,1,3,13:38,14:40
88,7,2,14:15,14:40
90,7,2,14:15,14:40
95,7,2,14:15,14:40
126,24,4,14:00,14:40
131,24,2,14:00,14:40
176,24,5,14:30,14:40
364,15,1,13:45,14:40
496,8,1,13:30,14:40
602,12,1,14:15,14:40
646,9,2,13:55,14:40
647,9,2,13:55,14:40
673,24,2,14:30,14:40
714,12,1,14:15,14:40
763,50,2,14:00,14:40
847,14,2,14:05,14:40
958,50,1,14:00,14:40
960,50,1,14:00,14:40
962,50,1,14:00,14:40
1108,1,4,13:45,14:40
10,24,5,14:30,14:41
30,7,1,14:15,14:41
40,24,1,14:05,14:41
41,24,1,14:05,14:41
70,1,3,13:38,14:41
92,7,2,14:15,14:41
96,7,2,14:15,14:41
110,15,2,13:40,14:41
128,24,4,14:00,14:41
132,24,2,14:00,14:41
156,9,1,14:00,14:41
178,24,5,14:30,14:41
213,12,1,14:45,14:41
358,15,1,13:45,14:41
369,15,2,14:40,14:41
387,5,2,14:00,14:41
389,5,2,14:00,14:41
428,9,2,14:25,14:41
494,1,3,14:38,14:41
599,9,1,14:30,14:41
600,9,1,14:30,14:41
610,49,2,14:30,14:41
716,12,1,14:15,14:41
723,12,2,14:10,14:41
739,50,2,14:00,14:41
966,50,1,14:00,14:41
996,49,2,14:30,14:41
1084,14,2,14:05,14:41
11,24,5,14:30,14:42
31,7,1,14:15,14:42
79,1,4,14:45,14:42
111,15,2,13:40,14:42
119,9,2,13:55,14:42
130,24,4,14:00,14:42
390,5,2,14:00,14:42
421,9,1,14:00,14:42
429,9,2,14:25,14:42
430,9,2,14:25,14:42
527,1,3,14:38,14:42
611,49,2,14:30,14:42
638,12,2,14:10,14:42
642,15,2,13:40,14:42
674,24,2,14:30,14:42
846,14,2,14:05,14:42
956,9,1,14:30,14:42
963,50,1,14:00,14:42
968,50,1,14:00,14:42
1173,50,2,14:00,14:42
34,9,1,14:30,14:43
103,7,2,14:15,14:43
104,7,2,14:15,14:43
133,24,2,14:00,14:43
146,8,2,13:25,14:43
147,24,3,14:00,14:43
148,24,3,14:00,14:43
294,15,2,13:40,14:43
363,15,1,13:45,14:43
368,15,2,14:40,14:43
392,5,2,14:00,14:43
433,9,2,14:25,14:43
528,1,3,14:38,14:43
552,8,1,13:30,14:43
612,49,2,14:30,14:43
620,9,1,14:00,14:43
639,12,2,14:10,14:43
678,24,2,14:30,14:43
715,12,1,14:15,14:43
717,12,1,14:15,14:43
848,14,2,14:05,14:43
868,50,1,14:00,14:43
971,50,1,14:00,14:43
33,7,1,14:15,14:44
69,9,1,14:00,14:44
70,9,1,14:00,14:44
72,9,1,14:00,14:44
97,7,2,14:15,14:44
112,15,2,13:40,14:44
131,24,4,14:00,14:44
134,24,2,14:00,14:44
146,24,1,14:05,14:44
146,24,3,14:00,14:44
147,8,2,13:25,14:44
148,8,2,13:25,14:44
148,24,1,14:05,14:44
149,24,3,14:00,14:44
213,55,1,14:55,14:44
219,24,1,14:05,14:44
291,24,2,14:30,14:44
432,9,2,14:25,14:44
435,9,2,14:25,14:44
500,8,1,13:30,14:44
645,15,2,13:40,14:44
718,12,1,14:15,14:44
724,12,2,14:10,14:44
849,14,2,14:05,14:44
879,15,2,14:40,14:44
890,9,1,14:30,14:44
970,50,1,14:00,14:44
972,50,1,14:00,14:44
1024,1,3,14:38,14:44
1086,5,2,14:00,14:44
14,24,5,14:30,14:45
17,24,5,14:30,14:45
32,7,1,14:15,14:45
34,7,1,14:15,14:45
73,9,1,14:00,14:45
107,7,2,14:15,14:45
108,49,2,14:30,14:45
132,24,4,14:00,14:45
135,24,2,14:00,14:45
192,1,3,14:38,14:45
218,15,2,13:40,14:45
219,24,3,14:00,14:45
292,24,2,14:30,14:45
327,14,2,14:05,14:45
366,15,2,14:40,14:45
393,5,2,14:00,14:45
434,9,2,14:25,14:45
437,9,2,14:25,14:45
438,9,2,14:25,14:45
501,8,1,13:30,14:45
635,15,2,13:40,14:45
647,15,2,13:40,14:45
725,12,2,14:10,14:45
850,14,2,14:05,14:45
851,14,2,14:05,14:45
876,15,2,14:40,14:45
1,1,3,14:38,14:46
29,12,1,14:45,14:46
35,7,1,14:15,14:46
77,9,2,14:55,14:46
134,24,4,14:00,14:46
136,24,2,14:00,14:46
149,8,2,13:25,14:46
149,24,1,14:05,14:46
167,15,2,13:40,14:46
215,9,1,14:30,14:46
220,24,3,14:00,14:46
221,24,3,14:00,14:46
293,24,2,14:30,14:46
394,5,2,14:00,14:46
439,9,2,14:25,14:46
440,9,2,14:25,14:46
719,12,1,14:15,14:46
726,12,2,14:10,14:46
980,50,2,15:00,14:46
1076,14,2,14:05,14:46
1081,15,2,14:40,14:46
1121,12,2,14:40,14:46
19,24,5,14:30,14:47
29,15,1,14:45,14:47
36,7,1,14:15,14:47
38,12,1,14:15,14:47
78,1,4,14:45,14:47
79,12,2,14:40,14:47
80,12,2,14:40,14:47
105,7,2,14:15,14:47
108,7,2,14:15,14:47
109,49,2,14:30,14:47
133,24,4,14:00,14:47
137,24,2,14:00,14:47
138,24,2,14:00,14:47
200,15,2,14:40,14:47
213,50,1,15:00,14:47
216,9,1,14:30,14:47
220,8,2,13:25,14:47
220,24,1,14:05,14:47
223,24,1,14:05,14:47
294,24,2,14:30,14:47
395,5,2,14:00,14:47
441,9,2,14:25,14:47
498,8,1,13:30,14:47
727,12,2,14:10,14:47
878,15,2,14:40,14:47
7,24,4,14:00,14:48
15,24,5,14:30,14:48
37,7,1,14:15,14:48
80,1,4,14:45,14:48
106,7,2,14:15,14:48
165,24,2,14:30,14:48
166,24,2,14:30,14:48
222,24,1,14:05,14:48
222,24,3,14:00,14:48
223,24,3,14:00,14:48
328,14,2,14:05,14:48
329,14,2,14:05,14:48
330,14,2,14:05,14:48
396,5,2,14:00,14:48
406,12,2,14:10,14:48
499,8,1,13:30,14:48
595,12,1,14:45,14:48
606,9,1,14:30,14:48
623,9,2,14:25,14:48
753,8,2,13:25,14:48
783,1,3,14:38,14:48
873,15,2,13:40,14:48
880,15,2,14:40,14:48
1077,14,2,14:05,14:48
8,24,4,14:00,14:49
38,7,1,14:15,14:49
