rowid,line,trayect,time,mod
1244,6,1,6:30,
1245,48,1,7:00,
1246,1,1,6:45,
1247,24,3,7:00,
1248,48,1,7:15,
1249,55,1,7:55,
1250,24,1,7:35,
1251,1,3,7:38,
1252,24,3,8:00,
1253,24,5,7:45,
1254,7,1,8:15,
1255,24,5,9:00,
1256,7,1,9:15,
1257,55,1,9:55,
1258,1,3,9:38,
1259,7,1,10:15,
1260,24,5,10:30,
1261,55,1,10:55,
1262,7,1,11:15,
1263,24,1,11:35,
1264,6,1,12:05,
1265,24,3,12:00,
1266,7,1,12:15,
1267,55,1,12:55,
1268,6,1,12:40,
1269,24,5,12:30,
1270,1,3,12:38,
1271,24,3,13:00,
1272,24,1,13:05,
1273,7,1,13:15,
1274,24,3,14:00,
1275,7,1,14:15,
1276,24,5,14:30,
1277,1,3,14:38,
1278,1,3,17:38,
1279,24,1,17:35,
1280,24,3,18:00,
1281,7,1,18:15,
1282,55,1,18:55,
1283,24,5,18:30,
1284,24,1,19:05,
1285,7,1,19:15,
1286,7,1,20:15,
1287,24,1,20:35,
1288,24,1,21:05,
1289,7,3,21:30,
1290,24,1,22:05,
1291,7,3,23:05,
1292,7,3,4:05,
1293,7,3,5:35,
1294,1,3,6:38,
1295,1,1,7:50,
1296,1,3,8:38,
1297,24,3,9:00,
1298,6,1,9:30,
1299,24,1,9:35,
1300,24,3,10:00,
1301,1,3,10:38,
1302,24,3,11:00,
1303,55,1,11:55,
1304,1,3,11:38,
1305,48,1,12:40,
1306,7,3,1:05,
1307,7,3,4:05,
1308,7,3,5:35,
1309,24,5,6:00,
1310,24,3,6:00,
1311,55,1,6:55,
1312,7,3,6:30,
1313,6,1,6:30,
1314,24,5,7:00,
1315,48,1,7:15,
1316,7,1,7:15,
1317,55,1,7:55,
1318,24,1,7:35,
1319,1,1,7:50,
1320,1,5,8:00,
1321,24,3,8:00,
1322,24,5,7:45,
1323,7,1,8:15,
1324,55,1,8:55,
1325,24,5,8:30,
1326,1,3,8:38,
1327,24,3,9:00,
1328,24,5,9:00,
1329,6,1,9:30,
1330,24,1,9:35,
1331,1,3,9:38,
1332,24,1,10:05,
1333,24,3,10:00,
1334,7,1,10:15,
1335,24,5,10:30,
1336,55,1,10:55,
1337,1,3,10:38,
1338,24,3,11:00,
1339,7,1,11:15,
1340,24,1,11:35,
1341,1,3,11:38,
1342,55,1,11:55,
1343,6,1,12:05,
1344,24,3,12:00,
1345,7,1,12:15,
1346,48,1,12:40,
1347,55,1,12:55,
1348,6,1,12:40,
1349,1,3,12:38,
1350,1,3,13:38,
1351,24,1,14:05,
1352,24,3,14:00,
1353,7,1,14:15,
1354,24,5,14:30,
1355,1,3,14:38,
1356,1,3,17:38,
1357,24,1,17:35,
1358,24,3,18:00,
1359,7,1,18:15,
1360,55,1,18:55,
1361,24,5,18:30,
1362,24,1,19:05,
1363,7,1,19:15,
1364,24,1,19:35,
1365,24,3,20:00,
1366,7,1,20:15,
1367,24,1,21:05,
1368,7,3,21:30,
1369,7,3,23:05,
1370,24,3,5:00,
1371,1,3,6:38,
1372,24,3,7:00,
1373,1,3,7:38,
1374,7,1,9:15,
1375,55,1,9:55,
1376,7,3,1:05,
1377,7,3,4:05,
1378,24,3,5:00,
1379,7,3,5:35,
1380,24,3,6:00,
1381,24,5,6:00,
1382,55,1,6:55,
1383,6,1,6:30,
1384,48,1,7:00,
1385,1,1,6:45,
1386,24,3,7:00,
1387,24,5,7:00,
1388,48,1,7:15,
1389,7,1,7:15,
1390,55,1,7:55,
1391,24,1,7:35,
1392,1,3,7:38,
1393,1,1,7:50,
1394,24,3,8:00,
1395,7,1,8:15,
1396,55,1,8:55,
1397,24,5,8:30,
1398,24,3,9:00,
1399,24,5,9:00,
1400,6,1,9:30,
1401,7,1,9:15,
1402,55,1,9:55,
1403,24,1,9:35,
1404,24,1,10:05,
1405,24,3,10:00,
1406,7,1,10:15,
1407,24,5,10:30,
1408,55,1,10:55,
1409,1,3,10:38,
1410,24,3,11:00,
1411,7,1,11:15,
1412,24,1,11:35,
1413,1,3,11:38,
1414,55,1,11:55,
1415,6,1,12:05,
1416,24,3,12:00,
1417,7,1,12:15,
1418,48,1,12:40,
1419,55,1,12:55,
1420,6,1,12:40,
1421,24,5,12:30,
1422,1,3,12:38,
1423,24,3,13:00,
1424,24,1,13:05,
1425,7,1,13:15,
1426,1,3,13:38,
1427,24,1,14:05,
1428,24,3,14:00,
1429,7,1,14:15,
1430,55,1,14:55,
1431,24,5,14:30,
1432,1,3,14:38,
1433,1,3,17:38,
1434,24,1,17:35,
1435,24,3,18:00,
1436,7,1,18:15,
1437,55,1,18:55,
1438,24,5,18:30,
1439,24,1,19:05,
1440,7,1,19:15,
1441,24,3,20:00,
1442,7,1,20:15,
1443,24,1,20:35,
1444,24,1,21:05,
1445,7,3,21:30,
1446,24,1,22:05,
1447,7,3,23:05,
1448,7,3,6:30,
1449,1,3,6:38,
1450,1,5,8:00,
1451,1,3,8:38,
1452,1,3,9:38,
1453,7,3,1:05,
1454,7,3,4:05,
1455,9,3,5:00,
1456,24,3,5:00,
1457,7,3,5:35,
1458,9,1,6:00,
1459,14,5,6:00,
1460,24,3,6:00,
1461,24,5,6:00,
1462,15,1,6:45,
1463,55,1,6:55,
1464,7,3,6:30,
1465,6,1,6:30,
1466,50,3,6:57,
1467,48,1,7:00,
1468,1,1,6:45,
1469,9,1,7:00,
1470,24,3,7:00,
1471,48,1,7:15,
1472,9,1,7:30,
1473,15,1,7:45,
1474,14,1,7:45,
1475,55,1,7:55,
1476,49,1,7:30,
1477,24,1,7:35,
1478,1,3,7:38,
1479,1,1,7:50,
1480,9,1,8:00,
1481,50,1,8:00,
1482,1,5,8:00,
1483,24,5,7:45,
1484,24,3,8:00,
1485,7,1,8:15,
1486,9,1,8:30,
1487,15,1,8:45,
1488,55,1,8:55,
1489,24,5,8:30,
1490,9,1,9:00,
1491,1,3,8:38,
1492,50,1,9:00,
1493,24,3,9:00,
1494,24,5,9:00,
1495,6,1,9:30,
1496,7,1,9:15,
1497,9,1,9:30,
1498,14,1,9:45,
1499,49,1,9:30,
1500,55,1,9:55,
1501,24,1,9:35,
1502,1,3,9:38,
1503,9,1,10:00,
1504,50,1,10:00,
1505,24,1,10:05,
1506,24,3,10:00,
1507,7,1,10:15,
1508,9,1,10:30,
1509,15,1,10:45,
1510,24,5,10:30,
1511,55,1,10:55,
1512,9,1,11:00,
1513,1,3,10:38,
1514,50,1,11:00,
1515,24,3,11:00,
1516,7,1,11:15,
1517,9,1,11:30,
1518,15,1,11:45,
1519,49,1,11:30,
1520,24,1,11:35,
1521,9,1,12:00,
1522,50,3,11:57,
1523,50,1,12:00,
1524,55,1,11:55,
1525,6,1,12:05,
1526,24,3,12:00,
1527,7,1,12:15,
1528,9,1,12:30,
1529,48,1,12:40,
1530,15,1,12:45,
1531,14,1,12:45,
1532,55,1,12:55,
1533,6,1,12:40,
1534,24,5,12:30,
1535,9,1,13:00,
1536,50,3,12:57,
1537,50,1,13:00,
1538,1,3,12:38,
1539,24,3,13:00,
1540,7,1,13:15,
1541,9,1,13:30,
1542,15,1,13:45,
1543,49,1,13:30,
1544,9,1,14:00,
1545,1,3,13:38,
1546,50,1,14:00,
1547,24,3,14:00,
1548,24,1,14:05,
1549,9,1,14:30,
1550,7,1,14:15,
1551,15,1,14:45,
1552,55,1,14:55,
1553,24,5,14:30,
1554,9,1,15:00,
1555,1,3,14:38,
1556,15,1,17:45,
1557,1,3,17:38,
1558,24,1,17:35,
1559,49,1,17:30,
1560,50,1,18:00,
1561,24,3,18:00,
1562,9,1,18:30,
1563,7,1,18:15,
1564,55,1,18:55,
1565,14,1,18:45,
1566,24,5,18:30,
1567,50,1,19:00,
1568,24,1,19:05,
1569,7,1,19:15,
1570,9,1,19:30,
1571,15,1,19:45,
1572,24,1,19:35,
1573,24,3,20:00,
1574,7,1,20:15,
1575,9,1,20:30,
1576,15,1,20:45,
1577,24,1,20:35,
1578,14,1,21:00,
1579,50,1,21:00,
1580,24,1,21:05,
1581,9,1,21:30,
1582,15,1,21:45,
1583,7,3,21:30,
1584,24,1,22:05,
1585,9,3,22:30,
1586,14,1,23:00,
1587,7,3,23:05,
1588,9,3,23:30,
1589,14,1,4:50,
1590,49,1,6:30,
1591,1,3,6:38,
1592,50,1,7:00,
1593,7,1,7:15,
1594,1,3,11:38,
1595,7,3,1:05,
1596,7,3,4:05,
1597,14,1,4:50,
1598,24,3,5:00,
1599,7,3,5:35,
1600,14,5,6:00,
1601,24,3,6:00,
1602,24,5,6:00,
1603,49,1,6:30,
1604,55,1,6:55,
1605,7,3,6:30,
1606,6,1,6:30,
1607,50,3,6:57,
1608,48,1,7:00,
1609,50,1,7:00,
1610,24,3,7:00,
1611,24,5,7:00,
1612,48,1,7:15,
1613,7,1,7:15,
1614,15,1,7:45,
1615,24,1,7:35,
1616,49,1,7:30,
1617,1,3,7:38,
1618,1,1,7:50,
1619,50,1,8:00,
1620,1,5,8:00,
1621,24,5,7:45,
1622,24,3,8:00,
1623,7,1,8:15,
1624,15,1,8:45,
1625,1,3,8:38,
1626,50,1,9:00,
1627,24,3,9:00,
1628,24,5,9:00,
1629,7,1,9:15,
1630,14,1,9:45,
1631,49,1,9:30,
1632,55,1,9:55,
1633,24,1,9:35,
1634,1,3,9:38,
1635,50,1,10:00,
1636,24,1,10:05,
1637,24,3,10:00,
1638,7,1,10:15,
1639,15,1,10:45,
1640,55,1,10:55,
1641,24,5,10:30,
1642,1,3,10:38,
1643,50,1,11:00,
1644,24,3,11:00,
1645,7,1,11:15,
1646,15,1,11:45,
1647,49,1,11:30,
1648,24,1,11:35,
1649,1,3,11:38,
1650,50,3,11:57,
1651,50,1,12:00,
1652,55,1,11:55,
1653,24,3,12:00,
1654,7,1,12:15,
1655,48,1,12:40,
1656,15,1,12:45,
1657,14,1,12:45,
1658,55,1,12:55,
1659,6,1,12:40,
1660,24,5,12:30,
1661,50,3,12:57,
1662,50,1,13:00,
1663,1,3,12:38,
1664,24,3,13:00,
1665,24,1,13:05,
1666,7,1,13:15,
1667,15,1,13:45,
1668,49,1,13:30,
1669,1,3,13:38,
1670,50,1,14:00,
1671,24,1,14:05,
1672,24,3,14:00,
1673,7,1,14:15,
1674,15,1,14:45,
1675,55,1,14:55,
1676,24,5,14:30,
1677,50,1,15:00,
1678,1,3,14:38,
1679,15,1,17:45,
1680,1,3,17:38,
1681,24,1,17:35,
1682,49,1,17:30,
1683,50,1,18:00,
1684,24,3,18:00,
1685,7,1,18:15,
1686,14,1,18:45,
1687,55,1,18:55,
1688,24,5,18:30,
1689,50,1,19:00,
1690,24,1,19:05,
1691,7,1,19:15,
1692,15,1,19:45,
1693,24,1,19:35,
1694,50,1,20:00,
1695,24,3,20:00,
1696,7,1,20:15,
1697,15,1,20:45,
1698,24,1,20:35,
1699,14,1,21:00,
1700,50,1,21:00,
1701,24,1,21:05,
1702,15,1,21:45,
1703,7,3,21:30,
1704,24,1,22:05,
1705,14,1,23:00,
1706,7,3,23:05,
1707,15,1,6:45,
1708,1,3,6:38,
1709,24,5,8:30,
1710,6,1,12:05,
1711,7,3,1:05,
1712,7,3,4:05,
1713,24,3,5:00,
1714,7,3,5:35,
1715,14,5,6:00,
1716,24,3,6:00,
1717,24,5,6:00,
1718,15,1,6:45,
1719,49,1,6:30,
1720,55,1,6:55,
1721,7,3,6:30,
1722,6,1,6:30,
1723,50,3,6:57,
1724,48,1,7:00,
1725,1,1,6:45,
1726,24,3,7:00,
1727,24,5,7:00,
1728,48,1,7:15,
1729,7,1,7:15,
1730,15,1,7:45,
1731,14,1,7:45,
1732,55,1,7:55,
1733,24,1,7:35,
1734,49,1,7:30,
1735,1,3,7:38,
1736,1,1,7:50,
1737,50,1,8:00,
1738,1,5,8:00,
1739,24,5,7:45,
1740,7,1,8:15,
1741,15,1,8:45,
1742,55,1,8:55,
1743,24,5,8:30,
1744,1,3,8:38,
1745,50,1,9:00,
1746,24,3,9:00,
1747,24,5,9:00,
1748,6,1,9:30,
1749,14,1,9:45,
1750,49,1,9:30,
1751,55,1,9:55,
1752,24,1,9:35,
1753,1,3,9:38,
1754,50,1,10:00,
1755,24,3,10:00,
1756,24,1,10:05,
1757,7,1,10:15,
1758,15,1,10:45,
1759,55,1,10:55,
1760,24,5,10:30,
1761,1,3,10:38,
1762,50,1,11:00,
1763,24,3,11:00,
1764,7,1,11:15,
1765,15,1,11:45,
1766,24,1,11:35,
1767,1,3,11:38,
1768,50,3,11:57,
1769,50,1,12:00,
1770,55,1,11:55,
1771,6,1,12:05,
1772,24,3,12:00,
1773,7,1,12:15,
1774,48,1,12:40,
1775,15,1,12:45,
1776,14,1,12:45,
1777,55,1,12:55,
1778,6,1,12:40,
1779,24,5,12:30,
1780,50,3,12:57,
1781,50,1,13:00,
1782,1,3,12:38,
1783,24,3,13:00,
1784,24,1,13:05,
1785,7,1,13:15,
1786,15,1,13:45,
1787,49,1,13:30,
1788,1,3,13:38,
1789,50,1,14:00,
1790,24,1,14:05,
1791,24,3,14:00,
1792,7,1,14:15,
1793,15,1,14:45,
1794,55,1,14:55,
1795,24,5,14:30,
1796,15,1,17:45,
1797,1,3,17:38,
1798,24,1,17:35,
1799,49,1,17:30,
1800,50,1,18:00,
1801,24,3,18:00,
1802,7,1,18:15,
1803,55,1,18:55,
1804,14,1,18:45,
1805,24,5,18:30,
1806,50,1,19:00,
1807,7,1,19:15,
1808,15,1,19:45,
1809,24,1,19:35,
1810,50,1,20:00,
1811,7,1,20:15,
1812,24,3,20:00,
1813,24,1,20:35,
1814,14,1,21:00,
1815,50,1,21:00,
1816,24,1,21:05,
1817,15,1,21:45,
1818,24,1,22:05,
1819,14,1,23:00,
1820,7,3,23:05,
1821,14,1,4:50,
1822,50,1,7:00,
1823,7,1,9:15,
1824,49,1,11:30,
1825,7,3,4:05,
1826,14,1,4:50,
1827,24,3,5:00,
1828,7,3,5:35,
1829,14,5,6:00,
1830,24,3,6:00,
1831,24,5,6:00,
1832,15,1,6:45,
1833,55,1,6:55,
1834,49,1,6:30,
1835,7,3,6:30,
1836,6,1,6:30,
1837,50,3,6:57,
1838,48,1,7:00,
1839,1,1,6:45,
1840,50,1,7:00,
1841,24,3,7:00,
1842,24,5,7:00,
1843,48,1,7:15,
1844,15,1,7:45,
1845,14,1,7:45,
1846,55,1,7:55,
1847,24,1,7:35,
1848,49,1,7:30,
1849,1,3,7:38,
1850,1,1,7:50,
1851,50,1,8:00,
1852,1,5,8:00,
1853,24,3,8:00,
1854,24,5,7:45,
1855,7,1,8:15,
1856,15,1,8:45,
1857,55,1,8:55,
1858,24,5,8:30,
1859,1,3,8:38,
1860,50,1,9:00,
1861,24,3,9:00,
1862,24,5,9:00,
1863,6,1,9:30,
1864,7,1,9:15,
1865,14,1,9:45,
1866,49,1,9:30,
1867,55,1,9:55,
1868,24,1,9:35,
1869,1,3,9:38,
1870,50,1,10:00,
1871,24,3,10:00,
1872,24,1,10:05,
1873,7,1,10:15,
1874,55,1,10:55,
1875,24,5,10:30,
1876,1,3,10:38,
1877,50,1,11:00,
1878,24,3,11:00,
1879,7,1,11:15,
1880,15,1,11:45,
1881,49,1,11:30,
1882,24,1,11:35,
1883,1,3,11:38,
1884,50,3,11:57,
1885,50,1,12:00,
1886,55,1,11:55,
1887,6,1,12:05,
1888,24,3,12:00,
1889,7,1,12:15,
1890,48,1,12:40,
1891,15,1,12:45,
1892,14,1,12:45,
1893,55,1,12:55,
1894,6,1,12:40,
1895,24,5,12:30,
1896,50,3,12:57,
1897,50,1,13:00,
1898,1,3,12:38,
1899,24,3,13:00,
1900,24,1,13:05,
1901,7,1,13:15,
1902,49,1,13:30,
1903,15,1,13:45,
1904,1,3,13:38,
1905,50,1,14:00,
1906,24,1,14:05,
1907,24,3,14:00,
1908,7,1,14:15,
1909,15,1,14:45,
1910,55,1,14:55,
1911,24,5,14:30,
1912,15,1,17:45,
1913,1,3,17:38,
1914,24,1,17:35,
1915,49,1,17:30,
1916,50,1,18:00,
1917,24,3,18:00,
1918,7,1,18:15,
1919,55,1,18:55,
1920,14,1,18:45,
1921,24,5,18:30,
1922,50,1,19:00,
1923,24,1,19:05,
1924,7,1,19:15,
1925,24,1,19:35,
1926,15,1,20:45,
1927,24,1,20:35,
1928,14,1,21:00,
1929,50,1,21:00,
1930,15,1,21:45,
1931,7,3,21:30,
1932,24,1,22:05,
1933,14,1,23:00,
1934,7,3,23:05,
1935,7,3,1:05,
1936,1,3,6:38,
1937,7,1,7:15,
1938,15,1,10:45,
1939,7,3,1:05,
1940,12,1,6:15,
1941,15,1,6:45,
1942,7,3,6:30,
1943,12,1,6:45,
1944,50,3,6:57,
1945,48,1,7:00,
1946,50,1,7:00,
1947,24,3,7:00,
1948,24,5,7:00,
1949,48,1,7:15,
1950,7,1,7:15,
1951,12,1,7:15,
1952,15,1,7:45,
1953,14,1,7:45,
1954,55,1,7:55,
1955,24,1,7:35,
1956,49,1,7:30,
1957,1,3,7:38,
1958,1,5,8:00,
1959,24,5,7:45,
1960,24,3,8:00,
1961,12,5,8:12,
1962,12,1,8:15,
1963,7,1,8:15,
1964,15,1,8:45,
1965,55,1,8:55,
1966,24,5,8:30,
1967,1,3,8:38,
1968,50,1,9:00,
1969,24,5,9:00,
1970,7,1,9:15,
1971,12,1,9:15,
1972,49,1,9:30,
1973,24,1,9:35,
1974,12,1,9:45,
1975,1,3,9:38,
1976,50,1,10:00,
1977,24,1,10:05,
1978,24,3,10:00,
1979,12,1,10:15,
1980,15,1,10:45,
1981,55,1,10:55,
1982,24,5,10:30,
1983,12,1,10:45,
1984,50,1,11:00,
1985,24,3,11:00,
1986,7,1,11:15,
1987,12,1,11:15,
1988,15,1,11:45,
1989,12,5,11:42,
1990,49,1,11:30,
1991,24,1,11:35,
1992,12,1,11:45,
1993,1,3,11:38,
1994,50,3,11:57,
1995,50,1,12:00,
1996,55,1,11:55,
1997,6,1,12:05,
1998,7,1,12:15,
1999,12,1,12:15,
2000,48,1,12:40,
2001,15,1,12:45,
2002,14,1,12:45,
2003,6,1,12:40,
2004,24,5,12:30,
2005,12,1,12:45,
2006,50,3,12:57,
2007,50,1,13:00,
2008,1,3,12:38,
2009,24,3,13:00,
2010,24,1,13:05,
2011,12,1,13:15,
2012,7,1,13:15,
2013,49,1,13:30,
2014,15,1,13:45,
2015,12,1,13:45,
2016,1,3,13:38,
2017,50,1,14:00,
2018,24,1,14:05,
2019,12,1,14:15,
2020,7,1,14:15,
2021,15,1,14:45,
2022,55,1,14:55,
2023,24,5,14:30,
2024,12,1,14:45,
2025,15,1,17:45,
2026,12,1,17:45,
2027,1,3,17:38,
2028,24,1,17:35,
2029,49,1,17:30,
2030,50,1,18:00,
2031,24,3,18:00,
2032,7,1,18:15,
2033,55,1,18:55,
2034,14,1,18:45,
2035,24,5,18:30,
2036,12,1,18:45,
2037,50,1,19:00,
2038,24,1,19:05,
2039,7,1,19:15,
2040,15,1,19:45,
2041,24,1,19:35,
2042,50,1,20:00,
2043,12,1,20:15,
2044,7,1,20:15,
2045,24,3,20:00,
2046,15,1,20:45,
2047,24,1,20:35,
2048,12,1,20:45,
2049,50,1,21:00,
2050,24,1,21:05,
2051,15,1,21:45,
2052,12,1,21:45,
2053,7,3,21:30,
2054,14,1,23:00,
2055,7,3,4:05,
2056,7,3,5:35,
2057,14,5,6:00,
2058,49,1,6:30,
2059,55,1,6:55,
2060,6,1,6:30,
2061,1,3,6:38,
2062,1,1,7:50,
2063,50,1,8:00,
2064,12,1,8:45,
2065,14,1,9:45,
2066,55,1,9:55,
2067,7,1,10:15,
2068,1,3,10:38,
2069,24,3,12:00,
2070,55,1,12:55,
2071,7,3,1:05,
2072,7,3,4:05,
2073,24,3,5:00,
2074,7,3,5:35,
2075,14,5,6:00,
2076,24,3,6:00,
2077,12,1,6:15,
2078,15,1,6:45,
2079,49,1,6:30,
2080,55,1,6:55,
2081,7,3,6:30,
2082,12,1,6:45,
2083,1,1,6:45,
2084,50,1,7:00,
2085,12,5,7:12,
2086,24,3,7:00,
2087,48,1,7:15,
2088,12,1,7:15,
2089,15,1,7:45,
2090,55,1,7:55,
2091,49,1,7:30,
2092,12,1,7:45,
2093,1,3,7:38,
2094,1,1,7:50,
2095,50,1,8:00,
2096,1,5,8:00,
2097,24,3,8:00,
2098,12,5,8:12,
2099,12,1,8:15,
2100,7,1,8:15,
2101,24,5,8:30,
2102,1,3,8:38,
2103,50,1,9:00,
2104,24,3,9:00,
2105,24,5,9:00,
2106,6,1,9:30,
2107,7,1,9:15,
2108,14,1,9:45,
2109,55,1,9:55,
2110,12,1,9:45,
2111,1,3,9:38,
2112,50,1,10:00,
2113,24,1,10:05,
2114,24,3,10:00,
2115,12,1,10:15,
2116,7,1,10:15,
2117,15,1,10:45,
2118,55,1,10:55,
2119,24,5,10:30,
2120,12,1,10:45,
2121,1,3,10:38,
2122,50,1,11:00,
2123,7,1,11:15,
2124,12,1,11:15,
2125,15,1,11:45,
2126,12,5,11:42,
2127,24,1,11:35,
2128,1,3,11:38,
2129,50,3,11:57,
2130,50,1,12:00,
2131,55,1,11:55,
2132,6,1,12:05,
2133,24,3,12:00,
2134,7,1,12:15,
2135,12,1,12:15,
2136,48,1,12:40,
2137,15,1,12:45,
2138,14,1,12:45,
2139,55,1,12:55,
2140,6,1,12:40,
2141,24,5,12:30,
2142,12,1,12:45,
2143,50,3,12:57,
2144,50,1,13:00,
2145,1,3,12:38,
2146,24,1,13:05,
2147,12,1,13:15,
2148,7,1,13:15,
2149,49,1,13:30,
2150,15,1,13:45,
2151,12,1,13:45,
2152,1,3,13:38,
2153,50,1,14:00,
2154,24,3,14:00,
2155,24,1,14:05,
2156,12,1,14:15,
2157,7,1,14:15,
2158,15,1,14:45,
2159,55,1,14:55,
2160,15,1,17:45,
2161,12,1,17:45,
2162,1,3,17:38,
2163,24,1,17:35,
2164,49,1,17:30,
2165,50,1,18:00,
2166,24,3,18:00,
2167,7,1,18:15,
2168,55,1,18:55,
2169,14,1,18:45,
2170,24,5,18:30,
2171,12,1,18:45,
2172,24,1,19:05,
2173,12,1,19:15,
2174,7,1,19:15,
2175,15,1,19:45,
2176,12,1,19:45,
2177,50,1,20:00,
2178,12,1,20:15,
2179,7,1,20:15,
2180,24,3,20:00,
2181,24,1,20:35,
2182,12,1,20:45,
2183,14,1,21:00,
2184,24,1,21:05,
2185,15,1,21:45,
2186,12,1,21:45,
2187,7,3,21:30,
2188,24,1,22:05,
2189,7,3,23:05,
2190,14,1,4:50,
2191,24,5,6:00,
2192,48,1,7:00,
2193,50,3,6:57,
2194,7,1,7:15,
2195,14,1,7:45,
2196,24,5,7:45,
2197,15,1,8:45,
2198,12,1,8:45,
2199,12,1,9:15,
2200,49,1,9:30,
2201,24,3,11:00,
2202,49,1,11:30,
2203,12,1,11:45,
2204,14,1,4:50,
2205,9,3,5:00,
2206,24,3,5:00,
2207,14,5,6:00,
2208,9,1,6:00,
2209,24,5,6:00,
2210,24,3,6:00,
2211,12,1,6:15,
2212,15,1,6:45,
2213,55,1,6:55,
2214,12,1,6:45,
2215,9,1,7:00,
2216,24,3,7:00,
2217,24,5,7:00,
2218,12,1,7:15,
2219,9,1,7:30,
2220,14,1,7:45,
2221,15,1,7:45,
2222,55,1,7:55,
2223,24,1,7:35,
2224,12,1,7:45,
2225,9,1,8:00,
2226,24,5,7:45,
2227,12,1,8:15,
2228,8,2,7:30,
2229,9,1,8:30,
2230,15,1,8:45,
2231,55,1,8:55,
2232,24,5,8:30,
2233,9,1,9:00,
2234,50,1,9:00,
2235,24,3,9:00,
2236,24,5,9:00,
2237,12,1,9:15,
2238,9,1,9:30,
2239,14,1,9:45,
2240,55,1,9:55,
2241,24,1,9:35,
2242,12,1,9:45,
2243,9,1,10:00,
2244,24,3,10:00,
2245,24,1,10:05,
2246,12,1,10:15,
2247,8,2,9:50,
2248,9,1,10:30,
2249,15,1,10:45,
2250,55,1,10:55,
2251,24,5,10:30,
2252,12,1,10:45,
2253,9,1,11:00,
2254,24,3,11:00,
2255,12,1,11:15,
2256,15,1,11:45,
2257,9,1,11:30,
2258,24,1,11:35,
2259,12,1,11:45,
2260,50,1,12:00,
2261,9,1,12:00,
2262,55,1,11:55,
2263,24,3,12:00,
2264,12,1,12:15,
2265,9,1,12:30,
2266,15,1,12:45,
2267,14,1,12:45,
2268,55,1,12:55,
2269,24,5,12:30,
2270,12,1,12:45,
2271,9,1,13:00,
2272,24,3,13:00,
2273,24,1,13:05,
2274,12,1,13:15,
2275,9,1,13:30,
2276,15,1,13:45,
2277,12,1,13:45,
2278,9,1,14:00,
2279,50,1,14:00,
2280,8,2,13:25,
2281,24,1,14:05,
2282,24,3,14:00,
2283,12,1,14:15,
2284,15,1,14:45,
2285,9,1,14:30,
2286,55,1,14:55,
2287,24,5,14:30,
2288,12,1,14:45,
2289,15,1,17:45,
2290,9,1,17:30,
2291,12,1,17:45,
2292,24,1,17:35,
2293,24,3,18:00,
2294,12,1,18:15,
2295,9,1,18:30,
2296,55,1,18:55,
2297,14,1,18:45,
2298,24,5,18:30,
2299,12,1,18:45,
2300,50,1,19:00,
2301,24,1,19:05,
2302,12,1,19:15,
2303,9,1,19:30,
2304,15,1,19:45,
2305,12,1,19:45,
2306,12,1,20:15,
2307,24,3,20:00,
2308,8,2,19:25,
2309,9,1,20:30,
2310,15,1,20:45,
2311,24,1,20:35,
2312,12,1,20:45,
2313,14,1,21:00,
2314,50,1,21:00,
2315,24,1,21:05,
2316,9,1,21:30,
2317,15,1,21:45,
2318,12,1,21:45,
2319,8,2,21:35,
2320,24,1,22:05,
2321,9,3,22:30,
2322,14,1,23:00,
2323,9,3,23:30,
2324,50,1,7:00,
2325,50,1,8:00,
2326,24,3,8:00,
2327,12,1,8:45,
2328,50,1,10:00,
2329,14,1,4:50,
2330,9,3,5:00,
2331,24,3,5:00,
2332,14,5,6:00,
2333,9,1,6:00,
2334,24,5,6:00,
2335,24,3,6:00,
2336,12,1,6:15,
2337,15,1,6:45,
2338,55,2,6:20,
2339,12,1,6:45,
2340,9,1,7:00,
2341,24,3,7:00,
2342,24,5,7:00,
2343,12,1,7:15,
2344,9,1,7:30,
2345,15,1,7:45,
2346,14,1,7:45,
2347,24,1,7:35,
2348,12,1,7:45,
2349,55,2,7:35,
2350,9,1,8:00,
2351,24,5,7:45,
2352,12,1,8:15,
2353,8,2,7:30,
2354,55,2,8:20,
2355,9,1,8:30,
2356,15,1,8:45,
2357,24,5,8:30,
2358,9,1,9:00,
2359,24,3,9:00,
2360,12,1,9:15,
2361,9,1,9:30,
2362,14,1,9:45,
2363,24,1,9:35,
2364,12,1,9:45,
2365,55,2,9:35,
2366,9,1,10:00,
2367,24,3,10:00,
2368,24,1,10:05,
2369,12,1,10:15,
2370,8,2,9:50,
2371,9,1,10:30,
2372,15,1,10:45,
2373,24,5,10:30,
2374,12,1,10:45,
2375,9,1,11:00,
2376,24,3,11:00,
2377,12,1,11:15,
2378,15,1,11:45,
2379,9,1,11:30,
2380,24,1,11:35,
2381,12,1,11:45,
2382,55,2,11:35,
2383,9,1,12:00,
2384,24,3,12:00,
2385,12,1,12:15,
2386,9,1,12:30,
2387,15,1,12:45,
2388,14,1,12:45,
2389,24,5,12:30,
2390,12,1,12:45,
2391,24,3,13:00,
2392,24,1,13:05,
2393,12,1,13:15,
2394,55,2,12:35,
2395,9,1,13:30,
2396,15,1,13:45,
2397,55,2,13:35,
2398,12,1,13:45,
2399,9,1,14:00,
2400,8,2,13:25,
2401,24,1,14:05,
2402,24,3,14:00,
2403,12,1,14:15,
2404,15,1,14:45,
2405,24,5,14:30,
2406,12,1,14:45,
2407,15,1,17:45,
2408,9,1,17:30,
