rowid,line,trayect,time,mod
10046,9,1,8:30,
10047,9,1,9:00,
10048,7,1,9:15,
10049,12,1,9:15,
10050,9,1,9:30,
10051,12,1,9:45,
10052,9,1,10:00,
10053,12,1,10:15,
10054,7,1,10:15,
10055,9,1,10:30,
10056,12,1,10:45,
10057,9,1,11:00,
10058,7,1,11:15,
10059,12,1,11:15,
10060,9,1,11:30,
10061,12,1,11:45,
10062,9,1,12:00,
10063,12,1,12:15,
10064,9,1,12:30,
10065,7,1,13:15,
10066,9,1,13:30,
10067,12,1,13:45,
10068,9,1,14:00,
10069,12,1,14:15,
10070,9,1,14:30,
10071,12,1,17:15,
10072,7,1,17:15,
10073,9,1,17:30,
10074,12,1,17:45,
10075,12,1,18:15,
10076,9,1,18:30,
10077,7,1,18:15,
10078,12,1,19:15,
10079,7,1,19:15,
10080,9,1,19:30,
10081,12,1,20:15,
10082,12,1,20:45,
10083,12,1,21:45,
10084,9,1,21:30,
10085,7,3,21:30,
10086,9,3,22:30,
10087,9,3,23:30,
10088,12,1,6:15,
10089,12,1,6:45,
10090,9,1,7:00,
10091,12,1,7:15,
10092,12,1,8:45,
10093,7,4,1:00,
10094,7,4,2:00,
10095,7,4,5:00,
10096,9,4,5:55,
10097,7,4,6:30,
10098,24,4,7:00,
10099,9,2,6:55,
10100,12,2,7:10,
10101,7,4,7:30,
10102,12,2,7:40,
10103,9,2,7:55,
10104,12,2,8:10,
10105,7,2,8:15,
10106,12,2,8:40,
10107,9,2,8:55,
10108,7,2,9:15,
10109,12,2,9:10,
10110,24,6,9:30,
10111,9,2,9:25,
10112,9,2,9:55,
10113,7,2,10:15,
10114,12,2,10:10,
10115,9,2,10:25,
10116,12,2,10:40,
10117,9,2,10:55,
10118,7,2,11:15,
10119,12,2,11:10,
10120,12,2,11:40,
10121,9,2,11:25,
10122,24,4,12:00,
10123,9,2,11:55,
10124,7,2,12:15,
10125,12,2,12:10,
10126,9,2,12:25,
10127,12,2,12:40,
10128,9,2,12:55,
10129,7,2,13:15,
10130,12,2,13:10,
10131,9,2,13:25,
10132,12,2,13:40,
10133,9,2,13:55,
10134,7,2,14:15,
10135,9,2,14:25,
10136,12,2,14:40,
10137,24,2,15:00,
10138,24,4,15:00,
10139,9,2,14:55,
10140,12,2,15:10,
10141,7,2,15:15,
10142,9,2,17:55,
10143,12,2,18:10,
10144,7,2,18:15,
10145,9,2,18:25,
10146,12,2,18:40,
10147,12,2,19:10,
10148,7,2,19:15,
10149,9,2,19:25,
10150,12,2,19:40,
10151,12,2,20:10,
10152,7,2,20:15,
10153,12,2,20:40,
10154,9,2,20:25,
10155,12,2,21:10,
10156,9,2,21:25,
10157,12,2,21:40,
10158,9,2,22:25,
10159,7,4,22:30,
10160,9,4,23:25,
10161,7,4,0:00,
10162,9,4,0:25,
10163,24,4,10:00,
10164,12,2,9:40,
10165,7,4,1:00,
10166,7,4,6:30,
10167,9,2,6:55,
10168,12,2,7:40,
10169,12,2,8:10,
10170,7,2,9:15,
10171,9,2,9:55,
10172,12,2,10:10,
10173,9,2,10:25,
10174,12,2,10:40,
10175,9,2,10:55,
10176,12,2,11:10,
10177,9,2,11:25,
10178,12,2,11:40,
10179,9,2,11:55,
10180,7,2,12:15,
10181,12,2,12:10,
10182,9,2,12:25,
10183,12,2,13:10,
10184,7,2,13:15,
10185,9,2,13:25,
10186,7,2,14:15,
10187,9,2,14:55,
10188,12,2,15:10,
10189,7,2,15:15,
10190,9,2,17:55,
10191,12,2,18:10,
10192,7,2,18:15,
10193,9,2,18:25,
10194,12,2,19:10,
10195,7,2,19:15,
10196,9,2,19:25,
10197,12,2,19:40,
10198,9,2,20:25,
10199,7,2,21:15,
10200,12,2,21:10,
10201,9,2,21:25,
10202,12,2,21:40,
10203,12,2,22:10,
10204,9,2,22:25,
10205,7,4,22:30,
10206,9,4,23:25,
10207,7,4,0:00,
10208,9,4,0:25,
10209,9,4,5:55,
10210,9,2,7:55,
10211,7,2,8:15,
10212,9,2,9:25,
10213,12,2,12:40,
10214,7,4,5:00,
10215,9,4,5:55,
10216,9,2,6:55,
10217,12,2,7:10,
10218,7,4,7:30,
10219,9,2,7:55,
10220,7,2,8:15,
10221,12,2,8:40,
10222,9,2,8:55,
10223,7,2,9:15,
10224,12,2,9:10,
10225,9,2,9:25,
10226,9,2,9:55,
10227,7,2,10:15,
10228,12,2,10:10,
10229,9,2,10:25,
10230,12,2,10:40,
10231,9,2,10:55,
10232,12,2,11:10,
10233,7,2,11:15,
10234,9,2,11:25,
10235,12,2,11:40,
10236,9,2,11:55,
10237,7,2,12:15,
10238,12,2,12:10,
10239,12,2,12:40,
10240,9,2,12:55,
10241,12,2,13:10,
10242,7,2,13:15,
10243,9,2,13:25,
10244,12,2,13:40,
10245,9,2,13:55,
10246,9,2,14:25,
10247,12,2,14:40,
10248,9,2,14:55,
10249,12,2,15:10,
10250,7,2,15:15,
10251,9,2,17:55,
10252,12,2,18:10,
10253,7,2,18:15,
10254,9,2,18:25,
10255,12,2,18:40,
10256,12,2,19:10,
10257,7,2,19:15,
10258,12,2,19:40,
10259,7,2,20:15,
10260,12,2,20:40,
10261,12,2,21:10,
10262,7,2,21:15,
10263,9,2,21:25,
10264,12,2,21:40,
10265,12,2,22:10,
10266,9,4,23:25,
10267,7,4,0:00,
10268,12,2,7:40,
10269,12,2,9:40,
10270,9,2,12:25,
10271,7,4,1:00,
10272,9,4,5:55,
10273,7,4,6:30,
10274,12,2,7:10,
10275,12,2,8:10,
10276,12,2,8:40,
10277,9,2,8:55,
10278,12,2,9:10,
10279,9,2,9:25,
10280,12,2,10:10,
10281,9,2,10:25,
10282,12,2,10:40,
10283,12,2,11:10,
10284,7,2,12:15,
10285,12,2,12:10,
10286,9,2,12:25,
10287,12,2,12:40,
10288,9,2,12:55,
10289,12,2,13:10,
10290,12,2,13:40,
10291,9,2,13:55,
10292,9,2,14:25,
10293,9,2,17:55,
10294,12,2,18:10,
10295,9,2,18:25,
10296,12,2,18:40,
10297,12,2,19:10,
10298,9,2,19:25,
10299,12,2,19:40,
10300,12,2,20:10,
10301,9,2,20:25,
10302,12,2,22:10,
10303,9,2,22:25,
10304,9,3,22:30,
10305,9,3,23:30,
10306,9,2,7:55,
10307,7,2,8:15,
10308,12,2,9:40,
10309,9,2,9:55,
10310,7,2,10:15,
10311,9,2,10:55,
10312,12,2,11:40,
10313,9,2,11:55,
10314,7,4,1:00,
10315,7,4,2:00,
10316,7,4,5:00,
10317,9,4,5:55,
10318,7,4,6:30,
10319,9,2,6:55,
10320,12,2,7:10,
10321,7,4,7:30,
10322,12,2,7:40,
10323,9,2,7:55,
10324,12,3,7:43,
10325,12,2,8:10,
10326,7,2,8:15,
10327,9,2,8:55,
10328,7,2,9:15,
10329,9,2,9:25,
10330,9,2,9:55,
10331,7,2,10:15,
10332,12,2,10:10,
10333,9,2,10:25,
10334,9,2,10:55,
10335,7,2,11:15,
10336,9,2,11:25,
10337,12,2,11:40,
10338,9,2,11:55,
10339,7,2,12:15,
10340,12,2,12:10,
10341,9,2,12:25,
10342,9,2,12:55,
10343,7,2,13:15,
10344,12,2,13:10,
10345,9,2,13:25,
10346,12,2,13:40,
10347,9,2,13:55,
10348,7,2,14:15,
10349,9,2,14:25,
10350,12,2,14:40,
10351,9,2,14:55,
10352,12,2,15:10,
10353,12,2,17:40,
10354,9,2,17:55,
10355,12,2,18:10,
10356,7,2,18:15,
10357,9,2,18:25,
10358,12,2,18:40,
10359,12,2,19:10,
10360,7,2,19:15,
10361,9,2,19:25,
10362,12,2,19:40,
10363,12,2,20:10,
10364,7,2,20:15,
10365,9,2,20:25,
10366,12,2,20:40,
10367,12,2,21:10,
10368,7,2,21:15,
10369,9,2,21:25,
10370,12,2,21:40,
10371,12,2,22:10,
10372,7,4,22:30,
10373,9,4,23:25,
10374,7,4,0:00,
10375,9,4,0:25,
10376,12,2,8:40,
10377,12,2,9:10,
10378,12,2,10:40,
10379,12,2,11:10,
10380,12,2,12:40,
10381,9,2,9:25,
10382,9,2,9:55,
10383,7,2,10:15,
10384,9,2,10:25,
10385,9,2,10:55,
10386,9,2,11:25,
10387,9,2,11:55,
10388,7,2,12:15,
10389,9,2,12:25,
10390,9,2,12:55,
10391,7,2,13:15,
10392,9,2,13:55,
10393,7,2,14:15,
10394,9,2,14:25,
10395,9,2,17:55,
10396,7,2,18:15,
10397,9,2,18:25,
10398,7,2,19:15,
10399,7,2,20:15,
10400,9,2,20:25,
10401,9,2,21:25,
10402,9,2,6:55,
10403,9,2,7:55,
10404,9,2,8:55,
10405,7,2,9:15,
10406,9,2,7:55,
10407,7,2,8:15,
10408,9,2,8:55,
10409,9,2,9:25,
10410,9,2,9:55,
10411,7,2,10:15,
10412,9,2,10:25,
10413,9,2,10:55,
10414,7,2,11:15,
10415,9,2,11:55,
10416,7,2,12:15,
10417,9,2,12:25,
10418,9,2,12:55,
10419,7,2,13:15,
10420,9,2,13:25,
10421,9,2,13:55,
10422,7,2,14:15,
10423,9,2,14:55,
10424,9,2,17:55,
10425,9,2,18:25,
10426,7,2,19:15,
10427,9,2,19:25,
10428,9,2,20:25,
10429,7,2,21:15,
10430,9,2,21:25,
10431,9,2,22:25,
10432,9,2,6:55,
10433,9,2,11:25,
10434,9,2,9:55,
10435,9,2,11:25,
10436,9,2,11:55,
10437,9,2,12:55,
10438,9,2,13:55,
10439,9,2,14:25,
10440,9,2,18:25,
10441,9,2,19:25,
10442,9,2,20:25,
10443,9,2,21:25,
10444,9,2,8:55,
10445,9,2,9:25,
10446,9,2,12:25,
10447,9,2,7:55,
10448,9,2,10:55,
10449,9,2,12:25,
10450,9,2,17:55,
10451,9,2,21:25,
10452,9,2,6:55,
10453,9,2,11:25,
10454,9,2,11:55,
10455,9,2,12:55,
10456,9,2,8:55,
10457,9,2,9:25,
10458,9,2,10:25,
10459,9,2,10:55,
10460,9,2,11:55,
10461,9,2,12:55,
10462,9,2,13:55,
10463,9,2,14:55,
10464,9,2,17:55,
10465,9,2,18:25,
10466,9,2,22:25,
10467,9,2,9:55,
10468,9,2,11:25,
10469,9,2,9:25,
10470,9,2,11:25,
10471,9,2,11:55,
10472,9,2,12:55,
10473,9,2,13:25,
10474,9,2,14:25,
10475,9,2,18:25,
10476,9,2,19:25,
10477,9,2,20:25,
10478,9,2,21:25,
10479,9,2,12:25,
10480,9,2,8:55,
10481,9,2,10:55,
10482,9,2,12:25,
10483,9,2,17:55,
10484,9,2,6:55,
10485,9,2,7:55,
10486,9,2,10:25,
10487,9,2,11:25,
10488,9,2,11:55,
10489,9,2,7:55,
10490,9,2,9:55,
10491,9,2,10:25,
10492,9,2,11:55,
10493,9,2,12:25,
10494,9,2,12:55,
10495,9,2,13:55,
10496,9,2,14:25,
10497,9,2,14:55,
10498,9,2,17:55,
10499,9,2,20:25,
10500,9,2,22:25,
10501,9,2,9:25,
10502,9,2,18:25,
10503,9,2,6:55,
10504,9,2,8:55,
10505,9,2,9:55,
10506,9,2,10:55,
10507,9,2,12:25,
10508,9,2,12:55,
10509,9,2,8:55,
10510,9,2,10:55,
10511,9,2,12:25,
10512,9,2,14:25,
10513,9,2,19:25,
10514,9,2,11:55,
10515,9,2,9:25,
10516,9,2,9:55,
10517,9,2,10:55,
10518,9,2,11:25,
10519,9,2,11:55,
10520,9,2,12:55,
10521,9,2,13:55,
10522,9,2,17:55,
10523,9,2,18:25,
10524,9,2,19:25,
10525,9,2,22:25,
10526,9,2,8:55,
10527,9,2,10:25,
10528,9,2,12:25,
10529,9,2,7:55,
10530,9,2,8:55,
10531,9,2,10:55,
10532,9,2,12:25,
10533,9,2,13:25,
10534,9,2,14:55,
10535,9,2,17:55,
10536,9,2,20:25,
10537,9,2,9:25,
10538,9,2,9:55,
10539,9,2,11:55,
10540,9,2,12:55,
10541,9,2,7:55,
10542,9,2,9:25,
10543,9,2,10:25,
10544,9,2,10:55,
10545,9,2,11:25,
10546,9,2,11:55,
10547,9,2,12:25,
10548,9,2,12:55,
10549,9,2,13:55,
10550,9,2,14:25,
10551,9,2,14:55,
10552,9,2,17:55,
10553,9,2,18:25,
10554,9,2,19:25,
10555,9,2,20:25,
10556,9,2,6:55,
10557,9,2,8:55,
10558,9,2,7:55,
10559,9,2,8:55,
10560,9,2,9:25,
10561,9,2,9:55,
10562,9,2,10:25,
10563,9,2,10:55,
10564,9,2,11:25,
10565,9,2,11:55,
10566,9,2,12:55,
10567,9,2,13:25,
10568,9,2,13:55,
10569,9,2,14:25,
10570,9,2,14:55,
10571,9,2,17:55,
10572,9,2,19:25,
10573,9,2,20:25,
10574,9,2,22:25,
10575,9,2,6:55,
10576,9,2,12:25,
10577,12,6,7:00,
10578,12,2,7:10,
10579,12,2,7:40,
10580,49,2,8:30,
10581,49,2,10:30,
10582,12,2,10:40,
10583,12,2,11:10,
10584,12,2,11:40,
10585,12,2,12:10,
10586,12,2,12:40,
10587,12,2,13:40,
10588,12,2,13:10,
10589,12,2,14:40,
10590,12,2,17:10,
10591,12,2,17:40,
10592,12,6,18:28,
10593,12,2,18:10,
10594,49,2,18:30,
10595,12,2,20:10,
10596,12,2,21:10,
10597,12,2,21:40,
10598,12,2,22:10,
10599,12,2,8:10,
10600,12,2,9:10,
10601,12,2,10:10,
10602,49,2,12:30,
10603,48,1,7:00,
10604,48,1,7:15,
10605,24,5,7:45,
10606,48,1,12:40,
10607,48,1,7:00,
10608,48,1,7:15,
10609,48,1,12:40,
10610,48,1,7:00,
10611,48,1,7:15,
10612,48,1,12:40,
10613,48,1,7:00,
10614,48,1,12:40,
10615,8,1,12:00,
10616,8,1,18:00,
10617,8,1,20:20,
10618,8,1,6:15,
10619,8,1,13:30,
10620,8,1,12:00,
10621,8,1,12:00,
10622,8,1,12:00,
10623,8,1,6:15,
10624,8,1,12:00,
10625,8,1,13:30,
10626,8,1,20:20,
10627,8,1,12:00,
10628,8,1,12:00,
10629,8,1,12:00,
10630,8,1,13:30,
10631,8,1,20:20,
10632,8,1,6:15,
10633,8,1,18:00,
10634,8,1,20:20,
10635,8,1,12:00,
10636,8,1,6:15,
10637,8,1,12:00,
10638,8,1,13:30,
10639,8,1,20:20,
10640,8,1,6:15,
10641,61,1,7:00,
10642,8,1,12:00,
10643,8,1,13:30,
10644,8,1,20:20,
10645,8,1,6:15,
10646,61,1,7:00,
10647,8,1,12:00,
10648,8,1,13:30,
10649,8,1,13:30,
10650,8,1,12:00,
10651,61,1,7:00,
10652,8,1,12:00,
10653,8,1,13:30,
10654,8,1,6:15,
10655,61,1,7:00,
10656,8,1,12:00,
10657,8,1,13:30,
10658,8,1,20:20,
10659,8,1,6:15,
10660,61,1,7:00,
10661,8,1,12:00,
10662,8,1,13:30,
10663,8,1,20:20,
10664,8,1,6:15,
10665,61,1,7:00,
10666,8,1,12:00,
10667,8,1,13:30,
10668,8,1,20:20,
10669,8,1,6:15,
10670,61,1,7:00,
10671,8,1,12:00,
10672,8,1,13:30,
10673,8,1,18:00,
10674,8,1,20:20,
10675,8,1,6:15,
10676,61,1,7:00,
10677,8,1,12:00,
10678,8,1,13:30,
10679,8,1,18:00,
10680,61,1,7:00,
10681,8,1,18:00,
10682,8,1,20:20,
10683,8,1,12:00,
10684,8,1,12:00,
10685,8,1,20:20,
10686,8,1,6:15,
10687,61,1,7:00,
10688,8,1,6:15,
10689,61,1,7:00,
10690,8,1,12:00,
10691,8,1,13:30,
10692,8,1,20:20,
10693,8,1,6:15,
10694,61,1,7:00,
10695,8,1,20:20,
10696,8,1,12:00,
10697,8,1,12:00,
10698,8,1,13:30,
10699,8,1,6:15,
10700,61,1,7:00,
10701,8,1,6:15,
10702,61,1,7:00,
10703,8,1,13:30,
10704,8,1,18:00,
10705,8,1,20:20,
10706,8,1,12:00,
10707,8,1,12:00,
10708,8,1,6:15,
10709,61,1,7:00,
10710,8,1,12:00,
10711,8,1,18:00,
10712,8,1,20:20,
10713,8,1,12:00,
10714,8,1,13:30,
10715,8,1,20:20,
10716,8,1,6:15,
10717,8,1,12:00,
10718,8,1,13:30,
10719,8,1,20:20,
10720,61,1,7:00,
10721,8,1,6:15,
10722,8,1,9:00,
10723,8,1,12:00,
10724,8,1,13:30,
10725,8,1,20:20,
10726,8,1,9:00,
10727,8,1,9:00,
10728,8,1,12:00,
10729,8,1,6:15,
10730,8,1,12:00,
10731,8,1,20:20,
10732,8,2,21:35,
10733,8,1,12:00,
10734,8,1,20:20,
10735,8,1,9:00,
10736,8,1,6:15,
10737,8,1,12:00,
10738,8,1,6:15,
10739,8,1,12:00,
10740,8,1,20:20,
10741,8,1,9:00,
10742,1,3,7:38,
10743,1,3,8:38,
10744,1,3,9:38,
10745,1,3,10:38,
10746,1,3,11:38,
10747,1,3,6:38,
10748,1,3,7:38,
10749,1,3,8:38,
10750,1,3,10:38,
10751,1,3,11:38,
10752,1,3,13:38,
10753,1,3,14:38,
10754,1,3,6:38,
10755,1,3,9:38,
10756,1,3,12:38,
10757,8,1,6:15,
10758,8,1,12:00,
10759,8,1,13:30,
10760,8,1,20:20,
10761,8,1,9:00,
10762,8,1,6:15,
10763,8,1,9:00,
10764,8,1,12:00,
10765,8,1,12:00,
10766,8,1,20:20,
10767,8,1,6:15,
10768,8,1,6:15,
10769,8,1,12:00,
10770,8,1,9:00,
10771,8,1,12:00,
10772,8,1,13:30,
10773,8,1,20:20,
10774,8,1,6:15,
10775,8,1,6:15,
10776,8,1,9:00,
10777,8,1,12:00,
10778,8,1,13:30,
10779,8,1,18:00,
10780,8,1,20:20,
10781,8,1,20:20,
10782,8,1,9:00,
10783,8,1,20:20,
10784,8,1,20:20,
10785,8,1,9:00,
10786,8,1,20:20,
10787,8,1,9:00,
10788,8,2,7:30,
10789,8,2,9:50,
10790,8,2,13:25,
10791,8,2,15:15,
10792,8,2,21:35,
10793,8,2,7:30,
10794,8,2,9:50,
10795,8,2,15:15,
10796,8,2,19:25,
10797,8,2,21:35,
10798,8,2,7:30,
10799,8,2,9:50,
10800,8,2,13:25,
10801,8,2,15:15,
10802,8,2,19:25,
10803,8,2,21:35,
10804,8,2,7:30,
10805,8,2,9:50,
10806,8,2,13:25,
10807,8,2,15:15,
10808,8,2,19:25,
10809,8,2,21:35,
10810,8,2,13:25,
10811,8,2,15:15,
10812,8,2,19:25,
10813,8,2,9:50,
10814,8,2,7:30,
10815,8,2,19:25,
10816,8,2,21:35,
10817,8,2,9:50,
10818,8,2,7:30,
10819,8,2,15:15,
10820,8,2,19:25,
10821,8,2,21:35,
10822,8,2,9:50,
10823,8,2,15:15,
10824,8,2,19:25,
10825,8,2,21:35,
10826,8,2,7:30,
10827,8,2,9:50,
10828,8,2,7:30,
10829,8,2,15:15,
10830,8,2,19:25,
10831,8,2,21:35,
10832,8,2,7:30,
10833,8,2,15:15,
10834,8,2,19:25,
10835,8,2,21:35,
10836,8,2,15:15,
10837,8,2,19:25,
10838,8,2,7:30,
10839,8,2,7:30,
10840,8,2,19:25,
10841,8,2,21:35,
10842,8,2,9:50,
10843,8,2,15:15,
10844,8,2,19:25,
10845,8,2,21:35,
10846,8,2,7:30,
10847,8,2,9:50,
10848,8,2,7:30,
10849,8,2,19:25,
10850,8,2,21:35,
10851,8,2,7:30,
10852,8,2,9:50,
10853,8,2,7:30,
10854,8,2,19:25,
10855,8,2,21:35,
10856,8,2,9:50,
10857,1,3,8:38,
10858,1,3,9:38,
10859,1,3,11:38,
10860,1,3,13:38,
10861,1,3,14:38,
10862,1,3,12:38,
10863,1,3,7:38,
10864,1,3,8:38,
10865,1,3,9:38,
10866,1,3,10:38,
10867,1,3,11:38,
10868,1,3,14:38,
10869,1,3,6:38,
10870,1,3,12:38,
10871,8,2,7:30,
10872,8,2,21:35,
10873,8,2,9:50,
10874,8,2,7:30,
10875,8,2,21:35,
10876,8,2,9:50,
10877,8,2,7:30,
10878,8,2,21:35,
10879,8,2,21:35,
10880,8,2,9:50,
10881,8,2,7:30,
10882,8,2,21:35,
10883,8,2,9:50,
10884,12,1,6:15,
10885,12,1,6:45,
10886,12,5,7:12,
10887,12,3,7:43,
10888,12,1,7:45,
10889,50,1,8:00,
10890,12,5,8:12,
10891,12,1,8:15,
10892,50,1,9:00,
10893,12,1,9:45,
10894,12,1,10:15,
10895,12,1,10:45,
10896,50,1,11:00,
10897,12,5,11:42,
10898,12,1,11:45,
10899,50,3,11:57,
10900,50,1,12:00,
10901,12,1,12:15,
10902,50,3,12:57,
10903,50,1,13:00,
10904,12,1,13:15,
10905,12,1,13:45,
10906,50,1,14:00,
10907,12,1,14:15,
10908,12,1,14:45,
10909,12,1,15:15,
10910,12,1,17:45,
10911,50,1,18:00,
10912,12,1,18:45,
10913,50,1,19:00,
10914,12,1,19:15,
10915,12,1,19:45,
10916,50,1,20:00,
10917,12,1,20:15,
10918,12,1,20:45,
10919,50,1,21:00,
10920,50,3,6:57,
10921,50,1,7:00,
10922,12,1,7:15,
10923,12,1,8:45,
10924,12,1,9:15,
10925,50,1,10:00,
10926,12,1,11:15,
10927,12,5,12:42,
10928,12,6,7:00,
10929,12,2,7:10,
10930,50,2,8:00,
10931,12,2,8:40,
10932,50,2,9:00,
10933,12,2,9:10,
10934,50,2,10:00,
10935,12,2,10:10,
10936,12,2,10:40,
10937,50,2,11:00,
10938,12,2,11:10,
10939,12,2,11:40,
10940,50,2,12:00,
10941,12,2,12:10,
10942,12,2,12:40,
10943,50,2,13:00,
10944,12,2,13:40,
10945,12,2,17:10,
10946,50,2,18:00,
10947,12,2,18:10,
10948,12,2,18:40,
10949,50,2,19:00,
10950,12,2,19:10,
10951,12,2,20:10,
10952,12,2,20:40,
10953,12,2,21:40,
10954,12,2,22:10,
10955,50,2,7:00,
10956,12,2,7:40,
10957,50,4,12:20,
10958,8,2,7:30,
10959,8,2,21:35,
10960,8,2,21:35,
10961,8,2,9:50,
10962,8,2,7:30,
10963,8,2,9:50,
10964,8,2,21:35,
10965,8,2,7:30,
10966,8,2,9:50,
10967,8,2,21:35,
10968,8,2,9:50,
10969,8,2,19:25,
10970,8,2,7:30,
10971,8,2,13:25,
10972,8,2,19:25,
10973,8,2,21:35,
10974,8,2,21:35,
10975,8,2,7:30,
10976,8,2,9:50,
10977,8,2,13:25,
10978,8,2,21:35,
10979,8,2,7:30,
10980,8,2,9:50,
10981,8,2,13:25,
10982,8,2,21:35,
10983,8,2,9:50,
10984,8,2,7:30,
10985,8,2,13:25,
10986,8,2,21:35,
10987,8,2,9:50,
10988,8,2,7:30,
10989,8,2,9:50,
10990,8,2,13:25,
10991,8,2,19:25,
10992,8,2,21:35,
10993,8,2,7:30,
10994,8,2,9:50,
10995,8,2,13:25,
10996,8,2,19:25,
10997,8,2,21:35,
10998,8,1,6:15,
10999,8,1,9:00,
11000,8,1,12:00,
11001,8,1,20:20,
11002,8,2,7:30,
11003,8,2,9:50,
11004,8,2,13:25,
11005,8,2,19:25,
11006,8,2,21:35,
11007,8,2,7:30,
11008,8,2,13:25,
11009,8,2,9:50,
11010,8,2,13:25,
11011,8,2,21:35,
11012,8,2,7:30,
11013,8,2,7:30,
11014,8,2,9:50,
11015,8,1,6:15,
11016,8,1,12:00,
11017,8,1,13:30,
11018,8,1,18:00,
11019,8,1,20:20,
11020,8,2,7:30,
11021,8,2,9:50,
11022,8,2,13:25,
11023,8,2,19:25,
11024,8,2,21:35,
11025,15,1,7:45,
11026,15,1,8:45,
11027,8,2,13:25,
11028,8,2,19:25,
11029,8,2,9:50,
11030,8,2,13:25,
11031,8,2,9:50,
11032,8,2,9:50,
11033,8,2,13:25,
11034,8,2,19:25,
11035,8,2,7:30,
11036,8,2,7:30,
11037,8,2,9:50,
11038,8,2,21:35,
11039,8,2,9:50,
11040,8,2,19:25,
11041,8,2,9:50,
11042,8,2,9:50,
11043,8,2,13:25,
11044,8,2,7:30,
11045,8,2,7:30,
11046,8,2,13:25,
11047,8,2,21:35,
11048,8,2,7:30,
11049,8,2,9:50,
11050,8,2,13:25,
11051,8,2,19:25,
11052,80,1,11:49,
11053,80,1,12:49,
11054,60,1,7:30,
11055,60,1,8:00,
11056,80,1,12:49,
11057,80,1,6:49,
11058,80,1,11:49,
11059,8,1,6:15,
11060,8,1,9:00,
11061,8,1,12:00,
11062,8,1,13:30,
11063,8,1,20:20,
11064,80,1,11:49,
11065,80,1,6:49,
11066,80,1,11:49,
11067,80,1,12:49,
11068,80,1,6:49,
11069,8,2,7:30,
11070,8,2,21:35,
11071,55,1,6:55,
11072,49,2,7:30,
11073,55,1,7:55,
11074,49,2,8:30,
11075,49,2,10:30,
11076,55,1,10:55,
11077,49,2,12:30,
11078,49,2,14:30,
11079,55,1,18:55,
11080,49,2,18:30,
11081,55,1,8:55,
11082,55,1,11:55,
11083,55,1,12:55,
11084,14,1,4:50,
11085,49,1,6:30,
11086,15,1,6:45,
11087,12,1,7:15,
11088,49,1,7:30,
11089,12,1,8:15,
11090,12,1,8:45,
11091,15,1,8:45,
11092,14,1,9:45,
11093,15,1,10:45,
11094,12,5,11:42,
11095,15,1,11:45,
11096,15,1,12:45,
11097,14,1,12:45,
11098,12,1,13:15,
11099,49,1,13:30,
11100,12,1,13:45,
11101,12,1,14:15,
11102,15,1,14:45,
11103,14,1,18:45,
11104,12,1,19:15,
11105,12,1,19:45,
11106,12,1,6:45,
11107,15,1,7:45,
11108,49,1,9:30,
11109,12,1,10:15,
11110,12,1,12:15,
11111,12,1,12:45,
11112,9,3,5:00,
11113,12,1,6:15,
11114,12,1,6:45,
11115,15,1,6:45,
11116,12,1,7:45,
11117,15,1,7:45,
11118,12,5,8:12,
11119,12,1,8:15,
11120,12,1,9:15,
11121,12,1,10:15,
11122,12,1,10:45,
11123,12,1,11:15,
11124,12,1,12:45,
11125,15,1,12:45,
11126,12,1,13:15,
11127,49,1,13:30,
11128,12,1,13:45,
11129,15,1,13:45,
11130,12,1,14:15,
11131,12,1,14:45,
11132,12,1,15:15,
11133,12,1,19:15,
11134,15,1,19:45,
11135,12,1,20:15,
11136,15,1,20:45,
11137,12,1,7:15,
11138,14,1,7:45,
11139,15,1,8:45,
11140,12,1,9:45,
11141,12,1,11:45,
11142,15,1,11:45,
11143,12,1,12:15,
11144,12,5,12:42,
11145,14,1,4:50,
11146,9,3,5:00,
11147,49,1,6:30,
11148,12,1,6:45,
11149,12,5,7:12,
11150,12,1,7:15,
11151,49,1,7:30,
11152,12,1,8:15,
11153,12,1,8:45,
11154,12,1,9:15,
11155,49,1,9:30,
11156,12,1,9:45,
11157,12,1,10:15,
11158,12,1,10:45,
11159,15,1,10:45,
11160,12,1,11:15,
11161,49,1,11:30,
11162,12,5,11:42,
11163,12,1,11:45,
11164,15,1,11:45,
11165,12,1,12:15,
11166,12,1,12:45,
11167,12,1,13:15,
11168,12,1,13:45,
11169,12,1,14:15,
11170,12,1,15:15,
11171,49,1,17:30,
11172,12,1,18:45,
11173,14,1,18:45,
11174,12,1,19:15,
11175,12,1,19:45,
11176,12,1,20:15,
11177,12,1,20:45,
11178,14,1,21:00,
11179,12,1,21:15,
11180,15,1,21:45,
11181,9,3,22:30,
11182,14,1,23:00,
11183,9,3,23:30,
11184,12,1,6:15,
11185,15,1,6:45,
11186,12,1,7:45,
11187,12,5,12:42,
11188,15,1,12:45,
11189,9,1,6:00,
11190,15,1,6:45,
11191,9,1,7:00,
11192,9,1,7:30,
11193,15,1,7:45,
11194,9,1,8:00,
11195,9,1,8:30,
11196,15,1,8:45,
11197,9,1,9:00,
11198,9,1,9:30,
11199,14,1,9:45,
11200,9,1,10:00,
11201,9,1,10:30,
11202,15,1,10:45,
11203,9,1,11:00,
11204,9,1,11:30,
11205,9,1,12:00,
11206,9,1,12:30,
11207,14,1,12:45,
11208,15,1,12:45,
11209,9,1,13:00,
11210,9,1,13:30,
